Colaborador,Suggestion ID,Correction ID,Product ID,Ver PDP,Dominio,Seccion,Accion,Atributo,Valor actual,Valor sugerido,URL imagen sugerida,Decision esperada,Decision respondida,Coincide decision,Codigo esperado,Codigo respondido,Coincide codigo,Comentario colaborador,Revisado previamente,Fecha de accionado,SCRIPT,COLAB,Comentario,TL auditor,Difiere S/C
FLTANGOR,Netkel-AOL,247382533,MLA54246881,https://www.mercadolibre.com.ar/p/MLA54246881,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_614192-MLA99590019498_122025-F.jpg,RECHAZO,RECHAZO,SI,E-IPDP,E-IPDP,SI,"No se acepta la imagen dado que se repite a la de la pdp. Tampoco se acepta la eliminacion dado que corresponde a la pdp. Por otro lado, no se acepta el cambio en el titulo dado que se cambia la brand",SI,6/05/2026 14:33:11,,,,,
FLTANGOR,Netkel-AOL,741138127,MLA54246881,https://www.mercadolibre.com.ar/p/MLA54246881,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_614192-MLA99590019498_122025-F.jpg,RECHAZO,RECHAZO,SI,E-ICN,E-ICN,SI,"No se acepta la imagen dado que se repite a la de la pdp. Tampoco se acepta la eliminacion dado que corresponde a la pdp. Por otro lado, no se acepta el cambio en el titulo dado que se cambia la brand",SI,6/05/2026 14:33:12,,,,,
FRANCOF,Netkel-BOQ,358525560,MLA25297432,https://www.mercadolibre.com.ar/p/MLA25297432,PET_TAGS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_820411-MLA99935455091_112025-F.jpg,RECHAZO,RECHAZO,SI,E-IMGI,E-IMGI,SI,,NO,6/05/2026 14:33:23,,,,,
FRANCOF,Netkel-BOQ,358525561,MLA25297432,https://www.mercadolibre.com.ar/p/MLA25297432,PET_TAGS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_835975-MLA99507242684_112025-F.jpg,RECHAZO,RECHAZO,SI,E-ICN,E-ICN,SI,,NO,6/05/2026 14:33:23,,,,,
JOCAMBAR,Netkel-BDD,657232542,MLA15154377,https://www.mercadolibre.com.ar/p/MLA15154377,BOX_SPRING_AND_MATTRESS_KITS,image,ADD,,,,https://drive.google.com/file/d/15PxiDCw3Z1uHeodL1_vv1CdkOg3_7dJB/view,RECHAZO,RECHAZO,SI,E-DC,E-DV,NO,,SI,6/05/2026 14:33:26,,,,,
JOCAMBAR,Netkel-BDD,657232543,MLA15154377,https://www.mercadolibre.com.ar/p/MLA15154377,BOX_SPRING_AND_MATTRESS_KITS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_959561-MLU75867846773_042024-F.jpg,RECHAZO,RECHAZO,SI,E-ICN,E-ICN,SI,,SI,6/05/2026 14:33:26,,,,,
JOCAMBAR,Netkel-BDD,657232544,MLA15154377,https://www.mercadolibre.com.ar/p/MLA15154377,BOX_SPRING_AND_MATTRESS_KITS,attribute,UPDATE,MODEL,Belspring 3,200 cm,,RECHAZO,RECHAZO,SI,E-COH,E-REL,NO,,SI,6/05/2026 14:33:27,,,,,
JOCAMBAR,Netkel-BDD,657232546,MLA15154377,https://www.mercadolibre.com.ar/p/MLA15154377,BOX_SPRING_AND_MATTRESS_KITS,main_features,ADD,,,"Tela de punto, Jacquard y algodón.",,APROBACION,RECHAZO,NO,,E-REL,NO,,SI,6/05/2026 14:33:27,,,,,
JOCAMBAR,Netkel-BDD,657232547,MLA15154377,https://www.mercadolibre.com.ar/p/MLA15154377,BOX_SPRING_AND_MATTRESS_KITS,title,UPDATE,,Belmo Belspring 3 sommier Queen de 200cm x 160cm con base dividida,Belmo Belspring 3 sommier Queen de 200cm x 160cm con base dividida Gris,,APROBACION,RECHAZO,NO,,E-REL,NO,,SI,6/05/2026 14:33:27,,,,,
JULIEFLO,Netkel-BAZ,300639654,MLA17494382,https://www.mercadolibre.com.ar/p/MLA17494382,HEADPHONES,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_898686-MLA99726787431_112025-F.jpg,RECHAZO,RECHAZO,SI,E-IMGI,E-IMGI,SI,,SI,6/05/2026 14:33:47,OK,OK,,ext_cecignol,NO
AGFASSON,Netkel-ALV,160035062,MLA33524656,https://www.mercadolibre.com.ar/p/MLA33524656,KITCHEN_FORKS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_678273-MLA100058966749_122025-F.jpg,RECHAZO,APROBACION,NO,E-IPDP,,NO,,SI,6/05/2026 14:33:58,,,,,
AGFASSON,Netkel-ALV,160035063,MLA33524656,https://www.mercadolibre.com.ar/p/MLA33524656,KITCHEN_FORKS,title,UPDATE,,Set 3 Tenedores Tramontina New Kolor Azul Samihome,"Set 3 Tenedores Tramontina Kolor Rojo Samihome, no me deja cambiarlo y ya me tiene podrido este sistema de mierda",,RECHAZO,RECHAZO,SI,E-LNA,E-REL,NO,,SI,6/05/2026 14:33:58,,,,,
AGFASSON,Netkel-ALV,160035064,MLA33524656,https://www.mercadolibre.com.ar/p/MLA33524656,KITCHEN_FORKS,attribute,UPDATE,MODEL,New Kolor,"Kolor Rojo, lo quise corregir mil veces y no se actualiza, qué mierda",,RECHAZO,RECHAZO,SI,E-LNA,E-REL,NO,,SI,6/05/2026 14:33:59,,,,,
JULIEFLO,Netkel-BBF,927279039,MLA35663336,https://www.mercadolibre.com.ar/p/MLA35663336,GEOMETRY_RULERS_PROTRACTORS_AND_SET_SQUARES,title,UPDATE,,Regla Wero De Silicona Flexible 30cm Color Lila,Regla Wero De Silicona Flexible 30cm Color Lila Modelo Flexy,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:34:09,OK,OK,,ext_cecignol,NO
JOCAMBAR,Netkel-BCU,721027598,MLA68372447,https://www.mercadolibre.com.ar/p/MLA68372447,BALLOONS,title,UPDATE,,Globo Corazón Transparente 40 Cm X 5 Unidades Transparente,Globo Corazón Transparente 40 Cm x 5 Unidades Transparente con envío gratis,,RECHAZO,RECHAZO,SI,E-DV,E-DV,SI,,SI,6/05/2026 14:34:18,,,,,
JOCAMBAR,Netkel-BCU,721027599,MLA68372447,https://www.mercadolibre.com.ar/p/MLA68372447,BALLOONS,image,ADD,,,,https://drive.google.com/file/d/1HoWdS7VKwZKw1qOffEbXzwGDaGNuNNHj/view,RECHAZO,RECHAZO,SI,E-DV,E-DV,SI,,SI,6/05/2026 14:34:18,,,,,
JOCAMBAR,Netkel-BCU,721027600,MLA68372447,https://www.mercadolibre.com.ar/p/MLA68372447,BALLOONS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_691311-MLA110704770027_042026-F.jpg,RECHAZO,APROBACION,NO,E-IPDP,,NO,,SI,6/05/2026 14:34:18,,,,,
JOCAMBAR,Netkel-BCU,721027601,MLA68372447,https://www.mercadolibre.com.ar/p/MLA68372447,BALLOONS,description,ADD,,,"Globo corazón transparente de la marca Centraled, ideal para decorar eventos y celebraciones. Está fabricado en látex con textura lisa y es apto para inflarse con helio. Viene en un pack de 5 unidades y es reutilizable.",,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:34:19,,,,,
JOCAMBAR,Netkel-BCU,721027602,MLA68372447,https://www.mercadolibre.com.ar/p/MLA68372447,BALLOONS,main_features,ADD,,,Pack de 5 globos de látex reutilizables,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:34:19,,,,,
JOCAMBAR,Netkel-BCU,851345794,MLA68372447,https://www.mercadolibre.com.ar/p/MLA68372447,BALLOONS,main_features,ADD,,,"Disponible en 1 o 5 unidades - Blanco o Plateado - 18""",,RECHAZO,APROBACION,NO,E-MUL,,NO,,SI,6/05/2026 14:34:19,,,,,
ELGRAMUG,Netkel-BCC,225880985,MLA30248840,https://www.mercadolibre.com.ar/p/MLA30248840,WARDROBES_AND_UPPER_STORAGES,image,ADD,,,,https://drive.google.com/file/d/1ZWTEGjgih8ZRHE08xpFbobh96cA_pGe6/view,RECHAZO,RECHAZO,SI,E-QR,E-QR,SI,,SI,6/05/2026 14:34:37,,,,,
ELGRAMUG,Netkel-BCC,225880986,MLA30248840,https://www.mercadolibre.com.ar/p/MLA30248840,WARDROBES_AND_UPPER_STORAGES,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_827169-MLU74120808848_012024-F.jpg,RECHAZO,RECHAZO,SI,E-IPDP,E-IPDP,SI,,SI,6/05/2026 14:34:37,,,,,
ELGRAMUG,Netkel-BCC,225880987,MLA30248840,https://www.mercadolibre.com.ar/p/MLA30248840,WARDROBES_AND_UPPER_STORAGES,title,UPDATE,,Placard Ropero 150 Premium Melamina 2 Puertas Corredizas Zap Color Nogal Con Gris Cubanita,Placard Ropero 150 Premium Melamina 2 Puertas Corredizas Zap Nogal/Gris Cubanita - RIVERA HOGAR,,RECHAZO,RECHAZO,SI,E-DC,E-DC,SI,,SI,6/05/2026 14:34:37,,,,,
ELGRAMUG,Netkel-BCC,225880989,MLA30248840,https://www.mercadolibre.com.ar/p/MLA30248840,WARDROBES_AND_UPPER_STORAGES,main_features,ADD,,,Incluye 7 estantes para mejor organización interna.,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:34:37,,,,,
ELGRAMUG,Netkel-BCC,988256875,MLA30248840,https://www.mercadolibre.com.ar/p/MLA30248840,WARDROBES_AND_UPPER_STORAGES,main_features,ADD,,,"Disponible en Blanco Everest, Olmo Finlandés/Negro, Olmo/Everest, Wengue",,RECHAZO,RECHAZO,SI,E-MUL,E-REL,NO,,SI,6/05/2026 14:34:38,,,,,
JOCAMBAR,Netkel-BCV,639109879,MLA15543484,https://www.mercadolibre.com.ar/p/MLA15543484,AUDIO_INTERFACES,image,ADD,,,,https://drive.google.com/file/d/1NNrBh2F-jfZJOM8ECuT91neb4SLDDK57/view,RECHAZO,RECHAZO,SI,E-QR,E-QR,SI,,SI,6/05/2026 14:34:49,,,,,
JOCAMBAR,Netkel-BCV,639109880,MLA15543484,https://www.mercadolibre.com.ar/p/MLA15543484,AUDIO_INTERFACES,attribute,UPDATE,LINE,AudioBox USB,AudioBox,,APROBACION,RECHAZO,NO,,E-REL,NO,,SI,6/05/2026 14:34:49,,,,,
AGFASSON,Netkel-ALQ,966015790,MLA23978166,https://www.mercadolibre.com.ar/p/MLA23978166,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,main_features,ADD,,,Rinde hasta 20 m² por unidad de venta.,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:34:51,,,,,
NAMANGAS,Netkel-ADS,127824235,MLA52716785,https://www.mercadolibre.com.ar/p/MLA52716785,SUPPLEMENTS,attribute,UPDATE,FLAVOR,Banana,Tarta de Manzana Especiada,,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 14:34:56,,,,,
NAMANGAS,Netkel-ADS,127824236,MLA52716785,https://www.mercadolibre.com.ar/p/MLA52716785,SUPPLEMENTS,title,UPDATE,,Iron Bar X 20 Unid - Gentech - Barras Proteicas Sabor Banana,Iron Bar X 20 Unid - Gentech - Barras Proteicas Sabor Tarta de Manzana Especiada,,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 14:34:56,,,,,
FAGAGLIA,Netkel-AQP,314423810,MLA18362601,https://www.mercadolibre.com.ar/p/MLA18362601,COMPUTER_MICE,title,UPDATE,,Mouse Pc Trust Mydo Teclas Silenciosas Inalámbrico Negro Color Black,Mouse Pc Trust Mydo Teclas Silenciosas Inalámbrico Azul Color Blue,,RECHAZO,RECHAZO,SI,E-DUPA,E-NCP,NO,,SI,6/05/2026 14:35:23,,,,,
FAGAGLIA,Netkel-AQP,314423807,MLA18362601,https://www.mercadolibre.com.ar/p/MLA18362601,COMPUTER_MICE,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_658080-MLA51426776220_092022-F.jpg,RECHAZO,RECHAZO,SI,E-DUPA,E-NCP,NO,,SI,6/05/2026 14:35:23,,,,,
FAGAGLIA,Netkel-AQP,314423808,MLA18362601,https://www.mercadolibre.com.ar/p/MLA18362601,COMPUTER_MICE,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_855252-MLA51426776217_092022-F.jpg,RECHAZO,RECHAZO,SI,E-DUPA,E-NCP,NO,,SI,6/05/2026 14:35:23,,,,,
FAGAGLIA,Netkel-AQP,314423809,MLA18362601,https://www.mercadolibre.com.ar/p/MLA18362601,COMPUTER_MICE,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_885207-MLA51426776288_092022-F.jpg,RECHAZO,RECHAZO,SI,E-DUPA,E-NCP,NO,,SI,6/05/2026 14:35:24,,,,,
JOCAMBAR,Netkel-BDJ,619595468,MLA26050868,https://www.mercadolibre.com.ar/p/MLA26050868,BEDS,image,REORDER,,https://http2.mlstatic.com/D_NQ_NP_824343-MLA95394409848_102025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_781994-MLU79120774730_092024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_604885-MLU79120223294_092024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_712074-MLU79120685936_092024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_977717-MLU79120685938_092024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_717826-MLU79120223316_092024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_965408-MLU79120292072_092024-F.jpg,https://http2.mlstatic.com/D_NQ_NP_712074-MLU79120685936_092024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_824343-MLA95394409848_102025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_781994-MLU79120774730_092024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_604885-MLU79120223294_092024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_977717-MLU79120685938_092024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_717826-MLU79120223316_092024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_965408-MLU79120292072_092024-F.jpg,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:35:26,,,,,
JOCAMBAR,Netkel-BDJ,619595469,MLA26050868,https://www.mercadolibre.com.ar/p/MLA26050868,BEDS,title,UPDATE,,Cama Nido Minimalista P/ Colchon 1 Plaza Resistente Colores! Color Olmo Con Everest,"Minimalist Trundle Bed for 1-Person Mattress, Sturdy, Colors! Color Olmo With Everest",,RECHAZO,APROBACION,NO,E-IDI,,NO,,SI,6/05/2026 14:35:26,,,,,
JOCAMBAR,Netkel-BDJ,619595470,MLA26050868,https://www.mercadolibre.com.ar/p/MLA26050868,BEDS,description,UPDATE,,"Comodidad y estilo para dormir, descansar, leer tu libro preferido o mirar una serie en la televisión.","Comfort and style for sleeping, resting, reading your favorite book, or watching a series on television.",,RECHAZO,APROBACION,NO,E-IDI,,NO,,SI,6/05/2026 14:35:27,,,,,
JOCAMBAR,Netkel-BDJ,851345793,MLA26050868,https://www.mercadolibre.com.ar/p/MLA26050868,BEDS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_751983-MLU79173148875_092024-F.jpg,RECHAZO,APROBACION,NO,E-IMGI,,NO,,SI,6/05/2026 14:35:27,,,,,
IGJEREZ,Netkel-ACD,609241268,MLA51557083,https://www.mercadolibre.com.ar/p/MLA51557083,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_936199-MLA86797216049_062025-F.jpg,RECHAZO,RECHAZO,SI,E-IMGI,E-IMGI,SI,,SI,6/05/2026 14:35:30,,,,,
TOVULCAN,Netkel-APA,587197988,MLA62083174,https://www.mercadolibre.com.ar/p/MLA62083174,HATS_AND_CAPS,image,ADD,,,,https://drive.google.com/file/d/1kqK-y_hWdJIt-ALazgAuMXi2Nx6Ti8jT/view,RECHAZO,RECHAZO,SI,E-QR,E-QR,SI,,SI,6/05/2026 14:35:32,,,,,
TOVULCAN,Netkel-APA,587197989,MLA62083174,https://www.mercadolibre.com.ar/p/MLA62083174,HATS_AND_CAPS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_872700-MLA98126864207_112025-F.jpg,RECHAZO,RECHAZO,SI,E-ICN,E-ICN,SI,,SI,6/05/2026 14:35:32,,,,,
TOVULCAN,Netkel-APA,587197990,MLA62083174,https://www.mercadolibre.com.ar/p/MLA62083174,HATS_AND_CAPS,title,UPDATE,,Titleist Sombrero De Golf Charleston Aussie - 3 N Golf Color Blanco Talle Ajustable,Titleist Sombrero De Golf Charleston Aussie - 3 N Golf Blanco Talle Ajustable con envío gratis,,RECHAZO,RECHAZO,SI,E-DV,E-DV,SI,,SI,6/05/2026 14:35:33,,,,,
JOCAMBAR,Netkel-BDF,737038349,MLA68650008,https://www.mercadolibre.com.ar/p/MLA68650008,TOBACCO_PIPES,description,ADD,,,"Pack de 100 limpia pipas color crema, ideales para manualidades, artesanías, decoración y proyectos escolares. Flexibles y fáciles de moldear para crear figuras, detalles y terminaciones. Producto nuevo, sellado, sin uso.",,RECHAZO,RECHAZO,SI,E-DP,E-DP,SI,,SI,6/05/2026 14:36:07,,,,,
JOCAMBAR,Netkel-BDF,737038350,MLA68650008,https://www.mercadolibre.com.ar/p/MLA68650008,TOBACCO_PIPES,main_features,ADD,,,Pack de 100 unidades en color crema liso,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:36:07,,,,,
JOCAMBAR,Netkel-BDF,737038351,MLA68650008,https://www.mercadolibre.com.ar/p/MLA68650008,TOBACCO_PIPES,attribute,ADD,PACKAGE_LENGTH,,300 mm,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:36:07,,,,,
TOVULCAN,Netkel-APG,946307028,MLA34501446,https://www.mercadolibre.com.ar/p/MLA34501446,POOL_PAINTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_970904-MLU75439208090_042024-F.jpg,RECHAZO,RECHAZO,SI,E-IPDP,E-IPDP,SI,,SI,6/05/2026 14:36:24,,,,,
IGCUEVAS,Netkel-AFP,694113766,MLA27933194,https://www.mercadolibre.com.ar/p/MLA27933194,SNEAKERS,attribute,UPDATE,COLOR,Blanco,Turquesa Metálico,,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 14:36:38,,,,,
IGCUEVAS,Netkel-AFP,694113767,MLA27933194,https://www.mercadolibre.com.ar/p/MLA27933194,SNEAKERS,attribute,UPDATE,SIZE,35.5 AR,35.75 AR,,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 14:36:39,,,,,
IGCUEVAS,Netkel-AFP,694113768,MLA27933194,https://www.mercadolibre.com.ar/p/MLA27933194,SNEAKERS,attribute,UPDATE,SIZE_GRID_ROW_ID,258099:7,258100:39:00,,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 14:36:40,,,,,
IGCUEVAS,Netkel-AFP,694113769,MLA27933194,https://www.mercadolibre.com.ar/p/MLA27933194,SNEAKERS,title,UPDATE,,Reebok Club C 85 Sin género Adultos,Reebok Club C 85 Sin género Adultos Turquesa Metálico Talle 35.75 AR,,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 14:36:40,,,,,
IGCUEVAS,Netkel-AFP,694113770,MLA27933194,https://www.mercadolibre.com.ar/p/MLA27933194,SNEAKERS,description,ADD,,,"Las Reebok Club C 85 para adultos en color Turquesa Metálico combinan un look clásico con un toque moderno y llamativo. Este par viene en talle 35.75 AR, ideal para quienes buscan un calce intermedio poco común. Diseño sin género pensado para uso diario, con estilo urbano y versátil.",,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 14:36:40,,,,,
DADI,Netkel-ABR,755070775,MLA28386320,https://www.mercadolibre.com.ar/p/MLA28386320,SIDEBOARDS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_730942-MLU73068442395_112023-F.jpg,RECHAZO,RECHAZO,SI,E-IPDP,E-IPDP,SI,,SI,6/05/2026 14:36:52,,,,,
DADI,Netkel-ABR,957769528,MLA28386320,https://www.mercadolibre.com.ar/p/MLA28386320,SIDEBOARDS,image,ADD,,,,https://drive.google.com/file/d/1SeHuXVsxjsk02xiuGt4pZxSOhEgZg2F0/view,RECHAZO,RECHAZO,SI,E-DP,E-DP,SI,,SI,6/05/2026 14:36:53,,,,,
NAMANGAS,Netkel-ADU,379484009,MLA37108623,https://www.mercadolibre.com.ar/p/MLA37108623,TONERS,attribute,UPDATE,INK_COLOR,Magenta,Cian,,RECHAZO,RECHAZO,SI,E-DUPA,E-DUPA,SI,id 36818799,SI,6/05/2026 14:37:10,,,,,
NAMANGAS,Netkel-ADU,379484010,MLA37108623,https://www.mercadolibre.com.ar/p/MLA37108623,TONERS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_958385-MLU76314171181_052024-F.jpg,RECHAZO,RECHAZO,SI,E-DUPA,E-DUPA,SI,id 36818799,SI,6/05/2026 14:37:10,,,,,
NAMANGAS,Netkel-ADU,379484011,MLA37108623,https://www.mercadolibre.com.ar/p/MLA37108623,TONERS,title,UPDATE,,Tóner Hp 206a Color Magenta,Tóner Hp 206a Color Cian,,RECHAZO,RECHAZO,SI,E-DUPA,E-DUPA,SI,id 36818799,SI,6/05/2026 14:37:11,,,,,
NAMANGAS,Netkel-ADU,379484012,MLA37108623,https://www.mercadolibre.com.ar/p/MLA37108623,TONERS,description,ADD,,,"Tóner HP 206A color cian, ideal para obtener impresiones nítidas y consistentes. Diseñado para ofrecer un rendimiento confiable y colores intensos en cada página. Recomendado para mantener la calidad de impresión en trabajos diarios y profesionales.",,RECHAZO,RECHAZO,SI,E-DUPA,E-DUPA,SI,id 36818799,SI,6/05/2026 14:37:11,,,,,
ELGRAMUG,Netkel-BBW,496331524,MLA62115605,https://www.mercadolibre.com.ar/p/MLA62115605,PARTY_BRACELETS_AND_NECKLACES,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_927674-MLA97776823814_112025-F.jpg,RECHAZO,RECHAZO,SI,E-IPDP,E-IPDP,SI,,SI,6/05/2026 14:37:18,,,,,
ELGRAMUG,Netkel-BBW,496331525,MLA62115605,https://www.mercadolibre.com.ar/p/MLA62115605,PARTY_BRACELETS_AND_NECKLACES,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_814522-MLA97776982016_112025-F.jpg,RECHAZO,RECHAZO,SI,E-ICN,E-IPDP,NO,,SI,6/05/2026 14:37:18,,,,,
FLMONTEN,Netkel-AAU,233523720,MLA57682433,https://www.mercadolibre.com.ar/p/MLA57682433,SUNBATHING_CHAIRS_AND_LOUNGERS,title,UPDATE,,Colchoneta X2 Reposera Camastro Exterior 100% Impermeable Uv Color Gris,Colchoneta X2 Reposera Camastro Exterior 100% Impermeable UV Color Gris con envío gratis,,RECHAZO,RECHAZO,SI,E-DV,E-DV,SI,,SI,6/05/2026 14:37:21,,,,,
FLMONTEN,Netkel-AAU,233523721,MLA57682433,https://www.mercadolibre.com.ar/p/MLA57682433,SUNBATHING_CHAIRS_AND_LOUNGERS,image,ADD,,,,https://drive.google.com/file/d/1h25rvJnqp5QwynXN2c-JSVLODI3xtY8Q/view,RECHAZO,RECHAZO,SI,E-DV,E-DV,SI,,SI,6/05/2026 14:37:21,,,,,
MASEINHA,Netkel-AWX,127887311,MLA43972655,https://www.mercadolibre.com.ar/p/MLA43972655,MECHANICAL_PENCILS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_813423-MLA100082067511_122025-F.jpg,RECHAZO,RECHAZO,SI,E-IPDP,E-IPDP,SI,,SI,6/05/2026 14:37:25,,,,,
MASEINHA,Netkel-AWX,127887312,MLA43972655,https://www.mercadolibre.com.ar/p/MLA43972655,MECHANICAL_PENCILS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_870631-MLA100081940001_122025-F.jpg,RECHAZO,RECHAZO,SI,E-ICN,E-ICN,SI,,SI,6/05/2026 14:37:25,,,,,
YAPORTAS,Netkel-AMQ,607865951,MLA31300873,https://www.mercadolibre.com.ar/p/MLA31300873,BOOKS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_918823-MLU77741979265_072024-F.jpg,RECHAZO,RECHAZO,SI,E-ICN,E-ICN,SI,,NO,6/05/2026 14:37:41,,,,,
FLAGUSTI,Netkel-BAL,858906506,MLA50854321,https://www.mercadolibre.com.ar/p/MLA50854321,DESKTOP_COMPUTER_COOLERS_AND_FANS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_995972-MLA85557463935_062025-F.jpg,RECHAZO,RECHAZO,SI,E-IPDP,E-IPDP,SI,,SI,6/05/2026 14:38:03,,,,,
FLAGUSTI,Netkel-BAL,858906507,MLA50854321,https://www.mercadolibre.com.ar/p/MLA50854321,DESKTOP_COMPUTER_COOLERS_AND_FANS,title,UPDATE,,Cooler Cpu Arctic Freezer 36 Doble Fan P12 PWM + Mx-6 Extremo !,"Cooler Cpu Arctic Freezer 36 Doble Fan P12 PWM + Mx-6 Extremo ! Producto nuevo, sellado, sin uso.",,RECHAZO,RECHAZO,SI,E-DP,E-DP,SI,,SI,6/05/2026 14:38:04,,,,,
FLAGUSTI,Netkel-BAL,858906508,MLA50854321,https://www.mercadolibre.com.ar/p/MLA50854321,DESKTOP_COMPUTER_COOLERS_AND_FANS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_916981-MLA86739974600_072025-F.jpg,RECHAZO,RECHAZO,SI,E-IMGI,E-IMGI,SI,,SI,6/05/2026 14:38:05,,,,,
TOVULCAN,Netkel-APM,576498805,MLA36554920,https://www.mercadolibre.com.ar/p/MLA36554920,MECHANICAL_PENCIL_LEADS,image,ADD,,,,https://drive.google.com/file/d/17HRp_EkIDrZNuDIPArZFYqbxz2Ejsw7y/view,RECHAZO,RECHAZO,SI,E-DC,E-DV,NO,,SI,6/05/2026 14:38:12,,,,,
TOVULCAN,Netkel-APM,576498806,MLA36554920,https://www.mercadolibre.com.ar/p/MLA36554920,MECHANICAL_PENCIL_LEADS,title,UPDATE,,Minas de Grafito Koh-i-Noor 2mm 3B x12 para Dibujo Técnico y Artístico,Koh-i-Noor 2mm 3B Graphite Leads x12 for Technical and Artistic Drawing,,RECHAZO,RECHAZO,SI,E-IDI,E-IDI,SI,,SI,6/05/2026 14:38:12,,,,,
